Participant ID,Timestamp,Global Time (seconds),Note
1005,2025-11-06 13:08:15.928,458,"Participant watching YouTube video with audio through glasses. At the same time, is prompting meta to send a message to moderator through what’s app."
1005,2025-11-06 13:09:24.221,526,"Participant is able to message moderator while watching YouTube video. Participant sends message that states “Video is about language”."
1005,2025-11-06 13:11:42.906,665,"Participant sent another message to moderator. Moderator sent message back. Participant said “Meta, read it” and meta was able to read message."
1005,2025-11-06 13:11:56.103,678,"Participant sent message to moderator about length of video."
1005,2025-11-06 13:13:33.835,776,"Participant received message. Says “hey meta, read it” then says same phrase twice more. Says “Sure”. Meta is asking to take a photo of something which doesn’t seem to correspond."
1005,2025-11-06 13:14:20.709,823,"Participant receives another message, says “Hey meta, read it”. Meta says no new messages."
1005,2025-11-06 13:15:01.387,863,"Participant says moderator another message while continuing to watch YouTube video. Participant has been ok couch since beginning of this setting."
1005,2025-11-06 13:16:58.500,981,"Participant received message, says “hey Meta, read it”. Said message from moderator on WhatsApp. Notes this was the first time he actually got a notification from the glasses that there was a new message. Every time before he had seen the message on the phone but had not been notified by glasses."
1005,2025-11-06 13:17:09.280,991,"Participant sends another message to moderator."
1005,2025-11-06 13:17:43.645,1026,"Accidentally clicked the side arm while he was talking."
1005,2025-11-06 13:18:10.453,1053,"Moderator message response was a reaction. Participant notes that glasses were not able to read message."
1005,2025-11-06 13:18:55.563,1098,"Participant sends another message to moderator."
1005,2025-11-06 13:21:23.220,1245,"Participant moved from couch to green chair closer to door."
1005,2025-11-06 13:22:14.447,1297,"Participant asked Meta what culture doesn’t use numbers in their language."
1005,2025-11-06 13:22:35.208,1317,"Meta answers about a Brazilian culture."
1005,2025-11-06 13:23:53.135,1395,"Participant asked Meta what is the origin of chess? Meta states if originated in India, related to another game."
1005,2025-11-06 13:24:52.877,1455,"Participant asked Meta what is the production history of the Corvette. States it originated 1953 at Autorama and gave information."
1005,2025-11-06 13:25:52.794,1515,"What is a fuel injection? Meta states it is a system injecting fuel and increasing efficiency."
