Participant ID,Timestamp,Global Time (seconds),Note
1061,2025-11-17 14:10:49.923,56,"Participant tried to take a picture, stared that it took a picture two times."
1061,2025-11-17 14:11:27.690,93,"Participant promoted Meta to send picture on WhatsApp, was able to send picture."
1061,2025-11-17 14:12:22.938,149,"States it shows her the pictures after she takes them."
1061,2025-11-17 14:13:55.741,241,"Participant was able to open the camera."
1061,2025-11-17 14:15:37.937,344,"Participant prompted Meta to send picture in WhatsApp. First time she prompted, notes that everything disappeared. Participant prompted meta again. Was able to send image."
1061,2025-11-17 14:16:11.555,377,"Verbally prompted Meta to take an image and send it on WhatsApp. Meta was able to do this."
1061,2025-11-17 14:17:22.133,448,"Participant asked Meta to view pictures. Prompted again. Meta asked her what she wanted to see pictures of, so she canceled."
1061,2025-11-17 14:18:08.247,494,"Participant has navigated to photos and is trying to view the photos she took."
1061,2025-11-17 14:20:20.806,626,"Participant is able to view images, sees that there are 24 photos. Sees an option to share photos, but doesn’t see an option to send to WhatsApp."
1061,2025-11-17 14:21:27.072,693,"Participant verbally prompted Meta to take a video."
1061,2025-11-17 14:21:52.511,718,"Participant prompted Meta to send video to moderator on WhatsApp."
1061,2025-11-17 14:22:50.841,776,"Notes that the screen turns off. Thinks that the screen turns off after not don’t anything."
1061,2025-11-17 14:24:00.822,846,"Participant sent reply message to moderator on what’s app."
1061,2025-11-17 14:25:35.090,941,"Participant found notifications for all the messages received."
1061,2025-11-17 14:26:44.399,1010,"Participant started this session on the grey couch."
1061,2025-11-17 14:27:32.997,1059,"Participant verbally prompted meta to take a picture. Participant asked Meta to zoom in on the flowers. Participant again asked Meta to zoom in on the flowers."
1061,2025-11-17 14:28:11.618,1097,"When participant asked Meta to zoom in on picture, Meta was unable to. Instead, Meta showed her an image of flowers."
1061,2025-11-17 14:30:53.400,1259,"Participant asked Meta to take a video. Participant video lasted for 25 seconds. Meta stated that it was unable to send a video over 15 seconds, participant believes meta cut the video to 15 seconds before sending."
1061,2025-11-17 14:31:42.783,1308,"Participant prompted meta to take picture. Prompted Meta to retake picture. Prompted Meta to show picture. Prompted meta to send picture to Moderator on WhatsApp."
1061,2025-11-17 14:33:29.932,1416,"Participant asked Meta to take a video, participant asked Meta to send video to moderator. Meta cancelled sending the video because it was over 15 seconds."
1061,2025-11-17 14:34:32.987,1479,"Prompted Meta to send an image on WhatsApp. Prompted Meta to show image."
1061,2025-11-17 14:34:58.944,1505,"Participant scrolls through photos using hand gestures."
1061,2025-11-17 14:36:30.208,1596,"Participant searches for videos within the photos app. Participant was able to send moderator video."
1061,2025-11-17 14:37:20.542,1646,"When asked if everything is still comfortable, participant replies yes."
1061,2025-11-17 14:37:38.940,1665,"Notes that on the camera it gives you the option to send photos or videos."
1061,2025-11-17 14:38:13.180,1699,"Notes that it doesn’t notify her when she receives a message."
1061,2025-11-17 14:43:16.582,2002,"Participant faced poster and asked Meta to translate sign, meta gave. Reply. Then asked Meta to define the poster, Meta stated that it cant define poster. Asked a meta to translate to Spanish, and it was able to."
1061,2025-11-17 14:43:53.893,2039,"Asked Meta what the time is in Japan. Meta gave an answer."
1061,2025-11-17 14:44:20.009,2066,"Asked Meta what the air quality is today. Meta replied with air quality in Japan."
1061,2025-11-17 14:44:45.317,2091,"Asked Meta what is the population in phoenix. Meta replied 1.6 million."
1061,2025-11-17 14:45:37.735,2143,"Asked meta what is the nearest coffee shop. Meta replied Espresso Yourself."
1061,2025-11-17 14:45:56.438,2162,"Asked Meta to get an Uber, meta said to use the Uber app."
1061,2025-11-17 14:47:14.057,2240,"asked meta what is the latest food recall, Meta gave a reply. Participant asked Mets to turn up volume, then turn up volume more, then repeat recall. Prompted meta once more and it replied Facerock Creamery."
1061,2025-11-17 14:48:09.251,2295,"Participant asked what is Facerock Creamery, Meta replied it’s a cheese maker."
1061,2025-11-17 14:49:04.385,2350,"Meta asked what the gas price is today, Meta replied 2.92, then asked where is the cheapest gas, Meta gave an address."
1061,2025-11-17 14:50:31.541,2437,"Participant asked Meta how long can you leave pasta out at room temperature."
1061,2025-11-17 14:50:50.462,2456,"Meta replied you can leave pasta out for 2 hours."
1061,2025-11-17 14:51:40.787,2506,"Participant faced a picture and asked where was the picture taken. meta replied that the picture was taken at a beach, participant asked what beach was it taken at Lions Park Beach."
1061,2025-11-17 14:52:58.033,2584,"At 45 minute mark participant moved to dark green couch."
1061,2025-11-17 14:53:38.237,2624,"Participant picked up movie and asked meta if it’s a good movie. Meta remarked it is popular, participant asked meta to describe the plot of the movie, meta did describe the plot."
1061,2025-11-17 14:55:18.285,2724,"Asked Meta what is the pattern on this rug. Meta said curved wavy lines in black and white color scheme."
1061,2025-11-17 14:56:35.228,2801,"Asked Meta how much caffeine an individual can have per day. Meta said 400 mg per day."
1061,2025-11-17 14:57:48.989,2875,"Asked meta what is the energy drink with the most caffeine. Prompted Meta to give a specific energy drink. Meta states Spike energy drink has 350 mg."
1061,2025-11-17 14:58:28.749,2914,"Participant asked Meta what does taurine do to humans. Meta stated effects on humans are not well understood."
